STNAME,CTYNAME,POPESTIMATE2019,NPOPCHG_2019,BIRTHS2019,DEATHS2019,NATURALINC2019,INTERNATIONALMIG2019,DOMESTICMIG2019,NETMIG2019,RESIDUAL2019,GQESTIMATES2019,RBIRTH2019,RDEATH2019,RNATURALINC2019,RINTERNATIONALMIG2019,RDOMESTICMIG2019,RNETMIG2019,Personal income (Thousands of dollars) ,# Firearm Fatalities,County Value,AIAN,Asian,Black,Hispanic,White
Florida,Jackson County,46414,-1698,502,636,-134,29,-1606,-1577,13,6320,10.62141633,13.45661511,-2.835198781,0.613587796,-33.98006898,-33.36648118,1636165,39,16,,,15,,16
Florida,Jefferson County,14246,-75,122,146,-24,6,-56,-50,-1,1270,8.541323905,10.22158435,-1.68026044,0.42006511,-3.920607694,-3.500542584,600595,10,14,,,,,
Florida,Lafayette County,8422,-269,63,77,-14,-5,-254,-259,4,1261,7.362823584,8.999006603,-1.636183019,-0.584351078,-29.68503477,-30.26938585,226436,,,,,,,
Florida,Lake County,367118,10398,3388,4431,-1043,215,11162,11377,64,3947,9.361210658,12.24307096,-2.881860306,0.594055576,30.84115507,31.43521064,16238106,254,15,,,13,5,17
Florida,Lee County,770577,16107,6760,7950,-1190,2183,15043,17226,71,8475,8.865300545,10.42590819,-1.56060764,2.862862587,19.72791658,22.59077917,40800215,485,13,,,25,5,14
Florida,Leon County,293582,1925,2984,1945,1039,420,479,899,-13,15020,10.19754323,6.646857096,3.55068613,1.435311044,1.636938072,3.072249115,13554781,150,10,,,11,,11
Florida,Levy County,41503,705,409,551,-142,-1,845,844,3,334,9.939125892,13.38987376,-3.450747865,-0.024301041,20.5343799,20.51007886,1547265,36,18,,,,,
Florida,Liberty County,8354,-73,71,77,-6,-5,-62,-67,0,2050,8.461951016,9.177045468,-0.715094452,-0.595912043,-7.389309338,-7.985221381,214340,,,,,,,
Florida,Madison County,18493,-47,177,239,-62,15,1,16,-1,2021,9.559041936,12.90740691,-3.348364972,0.8100883,0.054005887,0.864094186,610994,14,15,,,,,
Florida,Manatee County,403253,8866,3482,4334,-852,710,8954,9664,54,4813,8.730755729,10.86705782,-2.136302091,1.780251743,22.45123113,24.23148287,20192362,292,15,,,32,8,15
Florida,Marion County,365579,6517,3495,5162,-1667,15,8136,8151,33,9215,9.646155821,14.24705475,-4.600898928,0.04139981,22.45525716,22.49665697,14183762,336,19,,,21,7,21
Florida,Martin County,161000,258,1258,2026,-768,71,962,1033,-7,4213,7.819930255,12.59394173,-4.774011475,0.441347415,5.979946665,6.42129408,14093707,100,13,,,23,,14
Florida,Miami-Dade County,2716940,2086,30789,21689,9100,38016,-45174,-7158,144,42224,11.33658603,7.985943502,3.350642532,13.99758533,-16.63317865,-2.635593323,147283362,1488,11,,,30,6,13
Florida,Monroe County,74228,-529,685,736,-51,273,-750,-477,-1,1995,9.1955566,9.880189281,-0.684632681,3.66479847,-10.06812766,-6.403329194,7712647,74,19,,,,,
Florida,Nassau County,88625,2689,858,979,-121,-15,2813,2798,12,543,9.830374482,11.21670935,-1.386334863,-0.171859694,32.22942123,32.05756154,5554189,72,17,,,,,
Florida,Okaloosa County,210738,3804,2692,1940,752,76,2961,3037,15,4831,12.89049781,9.289586087,3.60091172,0.363921929,14.1785899,14.54251183,10854044,166,16,,,20,,18
Florida,Okeechobee County,42168,514,542,447,95,61,358,419,0,3027,12.93216578,10.66545776,2.266708024,1.455465152,8.541910238,9.997375391,1358451,22,11,,,,,
Florida,Orange County,1393452,11912,16922,8890,8032,7258,-3333,3925,-45,35752,12.1960712,6.407225679,5.788845517,5.231006071,-2.402169087,2.828836984,65087615,755,11,,4,21,8,10
Florida,Osceola County,375751,7295,4498,2465,2033,1208,4041,5249,13,3286,12.08803465,6.624500979,5.463533667,3.246408593,10.85988173,14.10629032,13566532,166,9,,,14,5,16
Florida,Palm Beach County,1496770,13894,14947,15460,-513,7748,6712,14460,-53,21855,10.03273543,10.37707164,-0.344336206,5.200617792,4.505233172,9.705850964,127632536,903,12,,,23,7,12
Florida,Pasco County,553947,14857,5186,6466,-1280,519,15563,16082,55,5794,9.489157275,11.83125548,-2.342098209,0.949647633,28.47662065,29.42626828,23543454,359,14,,,12,6,16
Florida,Pinellas County,974996,1938,8104,12833,-4729,1336,5351,6687,-20,19925,8.320097903,13.17519946,-4.855101553,1.371625222,5.493687547,6.865312769,54622124,656,14,,,17,5,15
Florida,Polk County,724777,18180,8043,7237,806,673,16638,17311,63,13797,11.23815299,10.11196235,1.126190639,0.940355211,23.24759287,24.18794808,26956118,418,12,,,14,8,14
Florida,Putnam County,74521,478,826,1033,-207,-24,705,681,4,1422,11.11978676,13.90646455,-2.786677795,-0.323093078,9.490859158,9.167766081,2507697,87,24,,,28,,25
Florida,St. Johns County,264672,10858,2216,2105,111,83,10628,10711,36,2966,8.547964651,8.119794941,0.42816971,0.320162936,40.99628534,41.31644827,18972886,132,15,,,,,
Florida,St. Lucie County,328297,7872,3082,3501,-419,603,7656,8259,32,3040,9.501758843,10.79352943,-1.291770589,1.859039774,23.60333086,25.46237063,13600391,292,14,,,26,6,14
Florida,Santa Rosa County,184313,5018,1971,1692,279,-68,4787,4719,20,6169,10.84134563,9.306725925,1.5346197,-0.374029174,26.33055378,25.95652461,8635668,241,10,,,17,5,11
Florida,Sarasota County,433742,7413,2835,6127,-3292,724,9945,10669,36,6004,6.592478993,14.24766095,-7.655181956,1.683581937,23.12599774,24.80957967,30017278,168,14,,,,,
Florida,Seminole County,471826,3704,4714,3672,1042,836,1840,2676,-14,3513,10.0303421,7.813198177,2.217143927,1.778821807,3.915110198,5.693932005,24353933,207,13,,,16,8,14
Florida,Sumter County,132420,3701,478,2017,-1539,-57,5269,5212,28,8271,3.660885582,15.44771176,-11.78682617,-0.436549118,40.35398772,39.91743861,7144866,72,11,,,,,
Florida,Suwannee County,44417,238,444,561,-117,-5,361,356,-1,2509,10.02302587,12.66422863,-2.641202763,-0.112871913,8.149352115,8.036480202,1481999,41,19,,,,,
Florida,Taylor County,21569,24,216,258,-42,4,62,66,0,2430,10.01994712,11.96827017,-1.948323051,0.185554576,2.876095932,3.061650508,660194,27,25,,,,,
Florida,Union County,15237,-91,149,224,-75,0,-16,-16,0,4810,9.749713725,14.65728775,-4.907574023,0,-1.046949125,-1.046949125,342210,13,17,,,,,
Florida,Volusia County,553284,7183,4933,7178,-2245,420,8975,9395,33,14476,8.974108251,13.05820982,-4.084101566,0.764063545,16.32731027,17.09137381,24615669,435,16,,,17,9,18
Florida,Wakulla County,33739,1326,329,276,53,-2,1263,1261,12,3249,9.946789213,8.344418914,1.602370299,-0.060466804,38.18478655,38.12431975,1263354,30,19,,,,,
Florida,Walton County,74071,3339,780,718,62,5,3252,3257,20,2030,10.77325746,9.916921611,0.856335849,0.069059343,44.91619649,44.98525583,4895051,48,14,,,,,
Florida,Washington County,25473,680,257,305,-48,9,715,724,4,2619,10.22559981,12.13543946,-1.909839653,0.358094935,28.44865317,28.8067481,783172,20,16,,,,,
Georgia,Appling County,18386,-140,225,213,12,2,-154,-152,0,416,12.19115735,11.54096229,0.650195059,0.108365843,-8.344169918,-8.235804075,653867,10,11,,,,,
Georgia,Atkinson County,8165,-97,122,61,61,-1,-156,-157,-1,21,14.85359469,7.426797346,7.426797346,-0.121750776,-18.99312108,-19.11487186,250144,11,27,,,,,
Georgia,Bacon County,11164,32,158,108,50,-5,-14,-19,1,296,14.17294582,9.687836383,4.485109437,-0.448510944,-1.255830642,-1.704341586,363840,10,18,,,,,
Georgia,Baker County,3038,-48,30,22,8,-1,-55,-56,0,0,9.797517962,7.184846506,2.612671457,-0.326583932,-17.96211626,-18.2887002,121674,,,,,,,
Georgia,Baldwin County,44890,-3,411,480,-69,27,42,69,-3,5828,9.155408039,10.69244735,-1.537039306,0.601450163,0.935589143,1.537039306,1524145,51,23,,,24,,23
Georgia,Banks County,19234,262,219,158,61,11,191,202,-1,0,11.46416793,8.270952207,3.193215725,0.575825787,9.998429566,10.57425535,690100,14,15,,,,,
Georgia,Barrow County,83240,2406,1062,659,403,44,1949,1993,10,360,12.94537831,8.032960737,4.912417568,0.536343357,23.7575728,24.29391616,3119101,61,15,,,,,
Georgia,Bartow County,107738,1360,1268,982,286,20,1050,1070,4,1034,11.84404715,9.172598031,2.671449121,0.186814624,9.807767752,9.994582376,4283894,88,17,,,,,
Georgia,Ben Hill County,16700,-122,197,225,-28,6,-100,-94,0,297,11.75347533,13.42402005,-1.670544717,0.357973868,-5.966231132,-5.608257264,543753,18,21,,,,,
Georgia,Berrien County,19397,131,236,237,-1,12,120,132,0,202,12.20805421,12.25978326,-0.051729043,0.620748519,6.207485193,6.828233712,631176,20,21,,,,,
Georgia,Bibb County,153159,256,2074,1745,329,130,-193,-63,-10,6736,13.55280956,11.40291836,2.149891199,0.849501082,-1.261182375,-0.411681293,6360026,177,23,,,29,,16
Georgia,Bleckley County,12873,52,129,110,19,5,28,33,0,1410,10.04125477,8.562310267,1.478944501,0.389195921,2.179497159,2.56869308,445381,11,17,,,,,
Georgia,Brantley County,19109,124,221,216,5,1,118,119,0,89,11.60287709,11.34036856,0.262508532,0.052501706,6.195201344,6.24770305,525384,13,14,,,,,
Georgia,Brooks County,15457,-22,149,199,-50,12,17,29,-1,49,9.632790277,12.86527024,-3.232479959,0.77579519,1.099043186,1.874838376,570155,,,,,,,
Georgia,Bryan County,39627,1568,541,258,283,-3,1289,1286,-1,98,13.92786345,6.64212342,7.28574003,-0.077233993,33.18487244,33.10763844,2119712,30,16,,,,,
Georgia,Bulloch County,79608,2366,890,561,329,84,1935,2019,18,6529,11.34842206,7.153331208,4.195090851,1.071087026,24.6732547,25.74434173,2608185,45,12,,,,,
Georgia,Burke County,22383,-56,290,247,43,-2,-96,-98,-1,295,12.94007407,11.02137343,1.918700638,-0.08924189,-4.283610727,-4.372852617,864306,26,23,,,22,,26
Georgia,Butts County,24936,744,291,278,13,-3,727,724,7,3015,11.84660479,11.31737502,0.529229767,-0.122129946,29.59615698,29.47402703,866136,19,16,,,,,
Georgia,Calhoun County,6189,-164,53,49,4,2,-171,-169,1,1701,8.451602615,7.813745814,0.637856801,0.318928401,-27.26837825,-26.94944985,158935,,,,,,,
Georgia,Camden County,54666,1015,768,372,396,-29,645,616,3,2018,14.18059954,6.868727901,7.311871636,-0.535465347,11.90948789,11.37402255,2016447,23,9,,,,,
Georgia,Candler County,10803,-24,130,125,5,2,-30,-28,-1,267,12.02034212,11.55802127,0.462320851,0.18492834,-2.773925104,-2.588996764,364588,,,,,,,
Georgia,Carroll County,119992,1995,1535,1093,442,55,1494,1549,4,4111,12.89975587,9.18529848,3.714457391,0.462206236,12.55520213,13.01740837,4771609,74,13,,,10,,15
Georgia,Catoosa County,67580,200,674,676,-2,2,204,206,-4,468,9.988144635,10.01778305,-0.029638411,0.029638411,3.023117961,3.052756372,2435061,47,14,,,,,
Georgia,Charlton County,13392,473,109,107,2,85,383,468,3,2576,8.285507962,8.133480293,0.152027669,6.461175934,29.11329862,35.57447455,330384,14,22,,,,,
Georgia,Chatham County,289430,264,3549,2570,979,304,-994,-690,-25,14754,12.26762715,8.88357334,3.384053813,1.05081957,-3.435903463,-2.385083893,14087132,324,22,,,31,,18
Georgia,Chattahoochee County,10907,307,239,24,215,38,53,91,1,2513,22.22532199,2.231831497,19.99349049,3.533733203,4.928627889,8.462361092,334486,10,18,,,,,
Georgia,Chattooga County,24789,7,299,310,-11,5,13,18,0,1280,12.06350487,12.50731274,-0.443807872,0.201730851,0.524500212,0.726231063,771939,21,17,,,,,
Georgia,Cherokee County,258773,4859,2721,1656,1065,217,3561,3778,16,1624,10.61466353,6.460081882,4.154581645,0.846520392,13.89151666,14.73803705,13953083,133,11,,,,,
Georgia,Clarke County,128331,1063,1339,806,533,326,205,531,-1,10413,10.47734929,6.306753939,4.170595347,2.5508707,1.604075133,4.154945833,4479961,83,13,,,19,,13
Georgia,Clay County,2834,-50,22,35,-13,-2,-34,-36,-1,57,7.694998251,12.24204267,-4.547044421,-0.699545296,-11.89227002,-12.59181532,99141,,,,,,,
Georgia,Clayton County,292256,3059,4074,1852,2222,423,408,831,6,4773,14.01317045,6.370248326,7.642922128,1.454975725,1.403380841,2.858356565,8283608,262,18,,,20,13,19
Georgia,Clinch County,6618,15,83,57,26,8,-18,-10,-1,126,12.55578247,8.622645791,3.933136677,1.210195901,-2.722940776,-1.512744876,255865,,,,,,,
Georgia,Cobb County,760141,4071,9155,4719,4436,1754,-2114,-360,-5,9690,12.07615563,6.224727297,5.85142833,2.313662149,-2.788530092,-0.474867944,45954990,385,10,,,11,5,12
Georgia,Coffee County,43273,218,592,411,181,-1,37,36,1,3277,13.71513298,9.521823742,4.193309239,-0.023167454,0.857195811,0.834028357,1423001,42,19,,,24,,21
Georgia,Colquitt County,45600,145,605,471,134,-18,29,11,0,1232,13.28867168,10.34539564,2.943276042,-0.395365438,0.636977651,0.241612212,1539895,45,20,,,30,,18
Georgia,Columbia County,156714,2637,1770,1035,735,75,1833,1908,-6,713,11.39029123,6.66042453,4.729866695,0.482639459,11.79570837,12.27834783,8097553,81,11,,,10,,12
Georgia,Cook County,17270,99,205,203,2,0,97,97,0,143,11.90441625,11.7882756,0.116140646,0,5.632821347,5.632821347,579109,20,23,,,,,
Georgia,Coweta County,148509,2511,1680,1096,584,110,1811,1921,6,637,11.4088969,7.442947027,3.965949876,0.747011107,12.29851922,13.04553033,7282980,101,14,,,12,,15
Georgia,Crawford County,12404,70,91,133,-42,7,106,113,-1,142,7.357102434,10.75268817,-3.395585739,0.565930956,8.569811626,9.135742582,427540,13,21,,,,,
Georgia,Crisp County,22372,-245,256,289,-33,11,-224,-213,1,478,11.38055969,12.84758497,-1.467025273,0.489008424,-9.957989731,-9.468981307,767675,33,29,,,28,,31
Georgia,Dade County,16116,-111,151,183,-32,-7,-73,-80,1,985,9.337414587,11.31620443,-1.978789846,-0.432860279,-4.514114337,-4.946974616,563471,,,,,,,
Georgia,Dawson County,26108,981,271,239,32,6,937,943,6,109,10.57870596,9.329559871,1.249146092,0.234214892,36.57655899,36.81077389,1202820,32,26,,,,,
Georgia,Decatur County,26404,-169,361,331,30,-4,-194,-198,-1,1053,13.62855579,12.49598883,1.132566963,-0.151008928,-7.323933028,-7.474941956,985575,24,18,,,,,
Georgia,DeKalb County,759297,4391,10825,5028,5797,3831,-5190,-1359,-47,11879,14.2979508,6.641117472,7.656833331,5.060087716,-6.855091424,-1.795003708,40238177,660,18,,4,24,12,11
Georgia,Dodge County,20605,-188,215,240,-25,5,-166,-161,-2,1817,10.38697522,11.59476303,-1.207787816,0.241557563,-8.019711097,-7.778153534,643226,20,19,,,,,
Georgia,Dooly County,13390,-319,88,118,-30,-2,-287,-289,0,1879,6.494704602,8.708808443,-2.214103841,-0.147606923,-21.18159342,-21.32920034,442135,10,15,,,,,
Georgia,Dougherty County,87956,-1244,1255,951,304,48,-1601,-1553,5,4499,14.16830364,10.73630021,3.432003432,0.541895279,-18.07446544,-17.53257016,3158458,90,20,,,20,,21
Georgia,Douglas County,146343,1319,1720,1047,673,38,615,653,-7,1255,11.80641596,7.186812508,4.619603455,0.260839422,4.221480126,4.482319549,5393688,97,14,,,11,,19
Georgia,Early County,10190,-96,128,142,-14,4,-86,-82,0,137,12.50244188,13.86989646,-1.367454581,0.390701309,-8.40007814,-8.009376831,399152,,,,,,,
Georgia,Echols County,4006,6,26,12,14,7,-14,-7,-1,0,6.495128654,2.997751686,3.497376967,1.748688484,-3.497376967,-1.748688484,112618,,,,,,,
Georgia,Effingham County,64296,2068,795,478,317,30,1719,1749,2,607,12.56678575,7.555878727,5.010907022,0.47421833,27.17271032,27.64692865,2701560,44,15,,,,,
Georgia,Elbert County,19194,99,206,266,-60,-2,163,161,-2,275,10.76027057,13.89432996,-3.13405939,-0.104468646,8.514194677,8.409726031,689431,13,14,,,,,
Georgia,Emanuel County,22646,39,295,274,21,-2,22,20,-2,1367,13.03780965,12.10969439,0.928115263,-0.08839193,0.972311228,0.883919298,756264,22,19,,,,,
Georgia,Evans County,10654,-48,127,128,-1,0,-47,-47,0,403,11.89361304,11.98726353,-0.093650496,0,-4.401573328,-4.401573328,363170,,,,,,,
Georgia,Fannin County,26188,207,223,349,-126,-5,337,332,1,160,8.549138377,13.37959325,-4.830454868,-0.191684717,12.91954992,12.72786521,993914,27,21,,,,,
Georgia,Fayette County,114421,1240,875,897,-22,166,1116,1282,-20,492,7.688860379,7.882180297,-0.193319918,1.458686655,9.806592209,11.26527886,7875693,59,10,,,10,,11
Georgia,Floyd County,98498,534,1133,1140,-7,152,391,543,-2,3726,11.53403712,11.60529772,-0.0712606,1.547373029,3.980413515,5.527786544,3798259,88,18,,,29,,18
Georgia,Forsyth County,244252,7259,2435,1340,1095,409,5743,6152,12,652,10.11958566,5.568889027,4.550696631,1.69975792,23.86726096,25.56701888,15880761,87,8,,,,,
Georgia,Franklin County,23349,315,287,300,-13,26,301,327,1,816,12.37522368,12.93577388,-0.560550202,1.121100403,12.97889313,14.09999353,811213,26,23,,,,,
Georgia,Fulton County,1063937,13806,12612,7418,5194,3003,5556,8559,53,34098,11.93149889,7.017749666,4.913749227,2.840968219,5.256216924,8.097185143,99005158,856,16,,3,27,8,9
Georgia,Gilmer County,31369,534,313,367,-54,-1,586,585,3,171,10.0636615,11.79988425,-1.736222751,-0.032152273,18.84123208,18.8090798,1136031,39,26,,,,,
Georgia,Glascock County,2971,-6,29,35,-6,0,0,0,0,86,9.751176866,11.76866174,-2.017484869,0,0,0,102309,,,,,,,
Georgia,Glynn County,85292,317,916,923,-7,8,318,326,-2,1538,10.75957173,10.84179553,-0.082223801,0.093970059,3.735309837,3.829279896,4078120,74,17,,,17,,19
Georgia,Gordon County,57963,335,669,571,98,23,217,240,-3,669,11.57529566,9.879661911,1.695633743,0.397954858,3.754617574,4.152572432,2082782,41,14,,,,,
Georgia,Grady County,24633,-141,299,264,35,0,-178,-178,2,200,12.10354808,10.68674479,1.416803287,0,-7.205456717,-7.205456717,865363,25,20,,,,,
Georgia,Greene County,18324,591,176,228,-52,25,616,641,2,177,9.76232077,12.64664282,-2.884322046,1.386693291,34.1681227,35.55481599,1111977,18,21,,,,,
Georgia,Gwinnett County,936250,8913,11368,4729,6639,2348,-59,2289,-15,4947,12.20012803,5.07515882,7.124969213,2.519871624,-0.06331875,2.456552874,40845239,448,10,,5,11,4,13
Georgia,Habersham County,45328,-45,537,449,88,2,-134,-132,-1,2387,11.84110429,9.900662617,1.940441671,0.044100947,-2.954763454,-2.910662506,1594224,31,14,,,,,
Georgia,Hall County,204441,2903,2586,1600,986,73,1830,1903,14,2962,12.7395752,7.882181098,4.857394102,0.359624513,9.015244631,9.374869144,9481883,126,13,,,14,4,17
Georgia,Hancock County,8457,89,49,120,-71,4,155,159,1,1301,5.824665676,14.26448737,-8.439821694,0.475482912,18.42496285,18.90044577,262143,,,,,,,
Georgia,Haralson County,29792,231,350,347,3,-5,235,230,-2,350,11.79384361,11.69275353,0.101090088,-0.16848348,7.918723569,7.750240089,1115247,26,18,,,,,
Georgia,Harris County,35236,676,307,332,-25,-2,707,705,-4,456,8.797065734,9.513439166,-0.716373431,-0.057309874,20.25904063,20.20173076,1725885,21,12,,,,,
Georgia,Hart County,26205,134,249,312,-63,-2,199,197,0,662,9.526360089,11.93664397,-2.410283878,-0.076516949,7.613436376,7.536919428,997152,15,12,,,,,
Georgia,Heard County,11923,52,125,128,-3,-2,57,55,0,130,10.50685047,10.75901488,-0.252164411,-0.168109607,4.791123813,4.623014205,380314,11,19,,,,,
Georgia,Henry County,234561,4833,2602,1679,923,26,3894,3920,-10,982,11.20853606,7.2325642,3.975971862,0.111999207,16.77403514,16.88603435,9458510,171,15,,,14,,17
Georgia,Houston County,157863,2340,1958,1284,674,141,1528,1669,-3,1521,12.49577199,8.19436733,4.301404658,0.899848749,9.751552399,10.65140115,6902665,111,14,,,11,,18
Georgia,Irwin County,9416,20,104,114,-10,-1,31,30,0,1147,11.05677227,12.11992345,-1.06315118,-0.106315118,3.295768658,3.18945354,328089,,,,,,,
Georgia,Jackson County,72977,2652,918,614,304,26,2311,2337,11,724,12.81210311,8.569315153,4.242787958,0.362870023,32.25356241,32.61643243,3134293,62,18,,,,,
Georgia,Jasper County,14219,190,145,138,7,-1,180,179,4,95,10.26621354,9.770603229,0.495610309,-0.070801473,12.74426508,12.67346361,545706,12,17,,,,,
Georgia,Jeff Davis County,15115,67,190,150,40,9,18,27,0,112,12.59821636,9.945960283,2.652256075,0.596757617,1.193515234,1.790272851,482444,,,,,,,
Georgia,Jefferson County,15362,-62,179,226,-47,5,-19,-14,-1,600,11.62866238,14.68199831,-3.053335932,0.324822972,-1.234327292,-0.90950432,533453,13,17,,,,,
Georgia,Jenkins County,8676,-89,97,107,-10,9,-88,-79,0,1181,11.12321541,12.26993865,-1.146723238,1.032050915,-10.0911645,-9.059113583,266597,,,,,,,
Georgia,Johnson County,9643,-63,105,113,-8,-2,-54,-56,1,1650,10.85327407,11.68019019,-0.82691612,-0.20672903,-5.581683808,-5.788412838,246440,,,,,,,
Georgia,Jones County,28735,55,216,292,-76,0,133,133,-2,306,7.524166159,10.17155796,-2.647391797,0,4.632935644,4.632935644,1114370,27,19,,,,,
Georgia,Lamar County,19077,116,215,236,-21,25,113,138,-1,1174,11.30448499,12.40864399,-1.104158999,1.314474999,5.941426994,7.255901993,654708,13,14,,,,,
Georgia,Lanier County,10423,68,116,114,2,-4,70,66,0,260,11.16565598,10.97314467,0.19251131,-0.38502262,6.737895851,6.352873231,302593,,,,,,,
Georgia,Laurens County,47546,210,615,561,54,2,155,157,-1,1203,12.96347042,11.82521448,1.138255939,0.042157627,3.267216121,3.309373748,1819391,41,17,,,24,,14
Georgia,Lee County,29992,241,325,245,80,3,161,164,-3,906,10.87993573,8.2017977,2.678138025,0.100430176,5.389752774,5.49018295,1439923,26,18,,,,,
Georgia,Liberty County,61435,829,1361,384,977,-45,-101,-146,-2,1310,22.30397981,6.292967118,16.01101269,-0.737457084,-1.655181455,-2.39263854,2322121,57,18,,,23,,18
Georgia,Lincoln County,7921,-4,75,94,-19,2,14,16,-1,67,9.466111322,11.86419286,-2.398081535,0.252429635,1.767007447,2.019437082,301201,,,,,,,
Georgia,Long County,19559,468,270,113,157,1,310,311,0,329,13.97153946,5.847347995,8.124191462,0.051746442,16.04139715,16.0931436,550161,10,11,,,,,
Georgia,Lowndes County,117406,1097,1643,993,650,112,336,448,-1,6029,14.05985923,8.497529042,5.562330189,0.958432279,2.875296836,3.833729115,4484808,75,13,,,15,,13
Georgia,Lumpkin County,33610,711,279,300,-21,-13,738,725,7,3052,8.389841976,9.021335458,-0.631493482,-0.390924537,22.19248523,21.80156069,1315372,44,27,,,,,
Georgia,McDuffie County,21312,-220,261,251,10,-11,-220,-231,1,266,12.18373635,11.71692652,0.466809822,-0.513490804,-10.26981608,-10.78330688,804503,12,18,,,,,
Georgia,McIntosh County,14378,56,111,141,-30,-1,86,85,1,71,7.735191638,9.825783972,-2.090592334,-0.069686411,5.993031359,5.923344948,454117,30,21,,,,,
Georgia,Macon County,12947,-213,124,160,-36,4,-182,-178,1,1894,9.499367986,12.25724901,-2.757881028,0.306431225,-13.94262075,-13.63618953,411863,,,,,,,
Georgia,Madison County,29880,238,317,308,9,19,212,231,-2,248,10.65152381,10.34911461,0.302409193,0.638419408,7.123416552,7.76183596,1125918,28,26,,,31,,24
Georgia,Marion County,8359,-14,86,90,-4,-3,-8,-11,1,76,10.27970356,10.75782931,-0.478125747,-0.35859431,-0.956251494,-1.314845804,250974,11,16,,,,,
Georgia,Meriwether County,21167,73,239,268,-29,0,102,102,0,246,11.31066468,12.68308843,-1.372423748,0,4.827145595,4.827145595,751680,21,20,,,,,
Georgia,Miller County,5718,34,69,85,-16,0,49,49,1,127,12.1031398,14.90966497,-2.806525171,0,8.594983336,8.594983336,261580,,,,,,,
Georgia,Mitchell County,21863,-272,245,236,9,8,-289,-281,0,2109,11.13686986,10.72776035,0.409109505,0.363652893,-13.13696077,-12.77330788,796237,21,19,,,19,,19
Georgia,Monroe County,27578,75,241,342,-101,-8,187,179,-3,1154,8.750748897,12.4180752,-3.667326301,-0.290481291,6.790000182,6.49951889,1289183,40,29,,,,,
Georgia,Montgomery County,9172,4,102,86,16,3,-14,-11,-1,806,11.12322792,9.378407852,1.744820065,0.327153762,-1.526717557,-1.199563795,276234,,,,,,,
Georgia,Morgan County,19276,445,215,172,43,1,399,400,2,163,11.28401606,9.027212848,2.256803212,0.052483796,20.94103446,20.99351825,1011002,15,16,,,,,
Georgia,Murray County,40096,153,475,416,59,21,76,97,-3,272,11.86921376,10.39493247,1.474281288,0.524744187,1.899074201,2.423818389,1245787,18,9,,,,,
Georgia,Muscogee County,195769,1600,2774,1922,852,204,544,748,0,6728,14.2279029,9.857977422,4.369925475,1.046320184,2.790187158,3.836507342,8802910,231,24,,,30,,20
Georgia,Newton County,111744,2323,1373,906,467,37,1822,1859,-3,1649,12.41606945,8.192978093,4.223091357,0.334591821,16.47638641,16.81097823,3897192,122,23,,,25,,22
Georgia,Oconee County,40280,802,359,249,110,4,693,697,-5,146,9.002231751,6.243887761,2.758343991,0.100303418,17.37756714,17.47787056,2885341,21,11,,,,,
Georgia,Oglethorpe County,15259,179,163,154,9,3,166,169,1,217,10.74524539,10.15194964,0.593295758,0.197765253,10.94301065,11.1407759,566918,14,19,,,,,
Georgia,Paulding County,168667,4614,1860,1079,781,5,3820,3825,8,530,11.18057225,6.485934119,4.694638134,0.030055302,22.96225054,22.99230584,6655009,106,13,,,7,,16
Georgia,Peach County,27546,183,339,283,56,11,119,130,-3,1438,12.34770256,10.30796409,2.039738476,0.400662915,4.334444262,4.735107177,1077822,20,15,,,,,
